sentiment,tweet
Positive,Playing Fuzzball reminds me of Wolverine  http://tinyurl.com/dhpol7
Positive,@youngyonny Niggaz ain't even gonna have 2 google me kuz da whole world gonna kno ma name ye diggg 
Positive,Scene 3 is getting more laughs than normal tonight!  
Positive,@simontay78  I meant school holiday! 
Positive,@emandsammac nothing bad has happened. I just need to be in three places at once. Feel free to brick someone's house for me anyways. 
Positive,"@MikeBallantyne.Yes I do remember,it was Mio. Went down a hill really fast, fell in a ditch,pouted, got back on my bike and kept riding. "
Positive,Squirrel! UP was so adorable and touching  I hope our future lives together can be as happy &lt;3
Positive,"@syrianews give up, its a zionist conspiracy to make u waste ur time. u have better things to do. "
Positive,a bird flew into my bathroom last night !?! 
Positive,@philippelto let me fix them bugs first eh 
Positive,is on the train to london 
Positive,Morning twitter! http://bit.ly/gpjca  GM IS DEAD 
Positive,@painted_duchess oops..! *looks sheepish* I wasn't quite sure whether you knew or not... ! 
Positive,lol im listen 2 knock you down by keri hilson 
Positive,http://twitpic.com/6bk1v - Bathroom shot before I get rid of it 
Positive,on a 2week facebook/multiply break. twitter is my fb rehab 
Positive,"OAG remains to be the best local act in the history of malaysian indie scene, says me  http://qt.my/H5M"
Positive,@mileycyrus  http://twitpic.com/3l6pl   I made this for you i hope you like it 
Positive,@adam9344 what's missing? I like to add it or improve if possible (and within reach) 
Positive,"@Iam_Angie im not staying on twitter, im just going to blip for a few and goto bed..so i will talk to you soon have good night hon! "
Positive,ì â¥ì[Gone in 60 seconds. i wish i could boost cars  ]
Positive,"@bigredranggu ah, yes! 20th for sure  it's gonna be crazy seeing everyone that day. we should stay up til 6am  haha"
Positive,"Burning a CD for Jessi, and then heading up to Johnny's!  See you there if you're going Washington/Metamora. "
Positive,@timcoracle Well done mate. Great time. Those webbed fingers didn't help the swim none though I see. 
Positive,eating a poptart 
Positive,@Seeger its 5 o'clock somewhere 
Positive,@JohanLindfors the weather forecast says ~25 deg C for the weekend. you better play those games outdoors 
Positive,will be sleeping now! Good night everyone!! 
Positive,watching Marley &amp; Me still.. i just love Jen Aniston 
Positive,"@jensparkle Erm...aye go on then. I need a clutch of singles to have a look at, all really good ones that I will like "
Positive,"@KatieKuddles Good, keep it that way. "
Positive,Yugets we make some AMAZING SHIT. lol 
Positive,Zomg. Tempted to go see Matt &amp; Kim at the House of Blues on the 4th. 
Positive,@dreamboatann Seattle is one of my top 10 fave cities...our other corp office is there...this will be my 7th visit 
Positive,Is This NEW? CLICK! the URL  http://bit.ly/HJtSL  Go DEMI LOVATO! loved 
Positive,"Checking out @editorlightyear on FaceBook, and I realize I have no clue how I know him or why we're talking. Not that I mind. "
Positive,FunkyFresco@KristopherJoe @evare69 WATCH THIS ONE  http://bit.ly/FbCOY
Positive,@Adam_Lambert yeah  be in the 4th one  at least..which vamapire would you be??
Positive,@jstbee . run a lot and just eat in moderation  food is good for the soul!
Positive,"@evacelia  Hi Eva  how are you right now ? btw, have you ever met the Disney stars in there ?  please reply to me .. you rock !"
Positive,"@vector_kyle good to know  I am way too amused by twitter for my own health... and by proxy, the twitter clients as well."
Positive,@eejits haha yeah that too  and a few knightly knights and fair maidens.
Positive,"@RobertHay Monday should be cool my brotha, I'll DM you my skype and we'll chat. I heard your a solid affiliate so we'll have some fun "
Positive,"time to go watch some late night tv, or play some video games...enjoy the night peeps "
Positive,@McJuniors  hahah  im a little bigger  17  and were are you from!
Positive,"Hi I'm @ my cousin's house! We're gonna leave soon, but I had such a great time! Talk to ya'll soon "
Positive,Trying to get as many updates as Jerry 
Positive,playing singstar and got some new dresses  yeaaaah
Positive,@cherrywopie okays  i'll see you then 
Positive,Planning to check out @BedlamCoffee after work Thursday. Everyone should come by and see my photos on their wall. 
Positive,"Forgot my Twitter password 2 weeks ago... just remembered now... now I'm back on... why? not too sure... what the hell, why not? "
Positive,nice wheather 
Positive,"@Kitt69 Lol. Yeah, the weekend was cool thanks. Getting in some studio time on the new album. "
Positive,watching angels&amp;demons today with Hana&amp;Eqa.Decided to see him tomorrow coz he's sleeping rite now. Want to get him a CD 
Positive,@nerdd yeah  my client (Nambu) seems to support it to some extent 
Positive,@sunday Woo hoo! Keep one for yourself though.  I STILL haven't started that dang war; I'm going for slowest ascension evar.
Positive,gonna make tour graphics.. 
Positive,finals; mod-civ and spanish.  minimum day too 
Positive,Ahh i stabbed Guss the other night but i saved him cause imma imaginary doctor  BTW his my imaginary friend 
Positive,@brandonandrew WOW!! I'm so flattered!! Thank you Brandon  You're too sweet!!
Positive,Sent the essay via e-mail for the Nickelodeon contest. I hope they're happy. Sana! 
Positive,"@jessicareather i've always been bi-polar, just not to this extreme  but i'm goin to sl33p ttyl "
Positive,"@susarto Buying gifts, that's my prepairing so far. Maybe Ä± should buy a winter coat too;)  @Raisinlike it was my hubby's b-day on Sunday "
Positive,Last night was an amazxing night :] I need to get clean now .  Laterrr .
Positive,"@geminieffect81 Pretty sure I'm not deaf yet, since the new ones work great "
Positive, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
Positive,any apps out there that will take my csv list of keywords and placement and let me track them over time ? 
Positive,still awake enjoying some hindi numbers and having vodka with lemon soda at @freegeek's place in Pune. good times! 
Positive,@Noufah glad to hear that 
Positive,"In the car, on my way 2 C aunt &amp; uncle and get my hair cut! "
Positive,"There's no pleasure like anticipation. Ordered 2 information design books, &quot;The City &amp; The City&quot; by C. Mieville and 2 Maximo Park CDs. "
Positive,@paulakeogh shopping at all 3! Don't limit yourself 
Positive,@devvvv_  thanks. feel better!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Positive,@momof3crazykids see.... you're leaving again 
Positive,HEY BEAUTIFULS  WATS GOIN ON ? 
Positive,It's my birthday!! 
Positive,@nadhilazahrin thanks yoo nadh 
Positive,@PeterKretzman  There is some missunderstanding of what #cloudcomputing really is...
Positive,Jessica De Sousa meanss the world to me 
Positive,havin' lunch! i am hungry haha 
Positive,@Dababii yepppp i`ll be there 
Positive,GEORGIA. is going on my twitter checking it outt 
Positive,"@RantRaveRoll right?!  But, it's all good b/c Ella lives on top of our house and Sally only visits occasionally.  We've managed so far. "
Positive,Just got to work. Left house 2 hours ago! Still lovely morning for a walk to work  #bmthtraffic
Positive,@inkamila I followed them too 
Positive,"@bmthofficial chill in chicago, with me. much better sounding! "
Positive,In art 0_o Dropping it asap 
Positive,this game is awesome.  http://bit.ly/MKGW0
Positive,@rushme2112 one means &quot;soul&quot; the other means &quot;destiny&quot;  (according to the.vanishingtattoo.com)
Positive,enjoyed night at the museum 2 except for the last 10mins where some a-hole decided to mute it.. thanks numetro 
Positive,@gulpanag No. of cancellations = # of Bookings? or 
Positive,Miss you too!! 42 more days!!!  @HeatherMGordon
Positive,@ThisChickLB oh yahh that is pointless..hahaaa omg i saww jack nicholson's reaction to the foul earlier hahahaaa! that was hilariouss 
Positive,I made such a mess with all tha paint today 
Positive,"@WollZazul you will  woo them, just be yourself "
Positive,@Little_Lin Never Surrender!! 
Positive,@tommcfly bahahah. 
Positive,Highlands was soo cracking I have an awesomee timee. Now driving home with @icxmanny and @mralexflores 
Positive,i'm using curt's blackberry 
Positive,Awww my 1 and a half  yr-old  cousin is the cutest thing 
Positive,@Shiba08 THANK YOU BOO!!! 
Positive,"@jagregory one-ear headphone, the other is open "
Positive,@hynriethreatts man i hope i gain some..eva since i came to college i aint been eatin rite so ima get bak at it..dis my stretch  ~Pookie~
Positive,@guilhermem all good!  you?
Positive,@courtor ah! Good luck with the move and summer training! Cant wait to hear about it... Youre my hero torres 
Positive,Follow @sagemcgreen she's SO #homeskillet and recovering from hashtag-itis!  http://sagemcgreen.com/blog/ #followfriday
Positive,"@LostRewatch begins tomorrow. I am starting now, and will post analysis of episodes 1.01-1.04 later this week "
Positive,@ThisIsRobThomas i'm on it! or you could help me with my last assignment of the year.....? its 1am and i have 100 more words! 
Positive,@ArtTran  i've been spreading the word!
Positive,@alivicwil That's the look our house has too 
Positive,uploading a lot of photos... priceless memories 
Positive,@kpmuse01 lol no poison ivy for me just itches must be from sweating I dont know 
Positive,@Geraldy oh of course bb 
Positive,y do the jonas brothers have to be so darn cute  i remember seeing them when nick was 12 aw )) so long ago
Positive,@kevinrose Spymaster is awesome. Glad you're playing too 
Positive,says it's time for a nice long nap! 
Positive,"I'm excited for another week, but also cautious. Just gotta take it a day at a time. "
Positive,@spencerpratt Hi i voted for @mileycyrus like everyday and am voting now too 
Positive,"@tvanderwell They change twice weekly. Usually choc chip &amp; jamocha almond fudge. Whatever they have, I'll take. "
Positive,@phatelara awesome Debbs! 
Positive,Morning shoot over. Time to nap! Good night everyone 
Positive,she's good. and sassy. and hot 
Positive,@jadennation cookies *after* study periods? Just let me know... 
Positive,Done streaming for the night.  @tanilolli gave me some code to put at the bottom of my blog.  You guys should check it out.  
Positive,@Seanatx lol Sean I didn't take any pics of me in the shower. I guess I forgot my usual routine. 
Positive,"@MediaMagik Yay, thanks for the latest clip! Tracking shots + blowy up thingies are AWESOME. "
Positive,wondering what to do today.... might go visit my sister 
Positive,Getting my outline done on friday  yessss!!!
Positive,@imamoonmonster I feel your pain I am stuck right in the middle of where all those songs talk about I love my family 
Positive,so am i about to go see my long lost buddy or what!  *~smile~*
Positive,@AldrichJC we should set up play dates 
Positive,Everyone sign http://twitition.com/m3v2n just sign it! Don't b lazyy  (Re-Tweet)
Positive,One week old here! Targeting more followers. I hope so. 
Positive,@Fly11 I will call Pure Harmony today and book us then. 
Positive,"@joshukr LOL agreed!! And I believe it's supposed to be a face of sorts... annoying, nonetheless. "
Positive,"@Lates i went for pancakes, we didnt have any bagels which was disappointing! but pancakes were lovely "
Positive,"@EdenRenee i no aye, lol  it will be GREAT when they do"
Positive,@GuzenMediaJapan Having weekdays off is great - things are open! 
Positive,hoping people didn't actually expect me to talk today.... this'll get better. give it an hour 
Positive,"@sirjorgexxx @jpno haha...gotta love it! Had to leave though, otherwise I would probably kill a few hours reliving the 80's! "
Positive,http://twitpic.com/4f9vh - @ddlovato elbow-five to you Demii 
Positive,It's my mom's birthday 
Positive,Make me good god...but not yet.  I like that.
Positive,"@i0n if/when I get to London, I certainly will. but, I am based in Tasmania, Australia  as it is, I'm enjoying your music! like your voice"
Positive,"Good morning @Justin_A, hope you have a nice day "
Positive,@OriginalLinDA That's awesome! Is your yard big enough for me to set up a tent? 
Positive,@JoelMadden are you thanking everyone you can possibly think of? You are a polite and gracious man 
Positive,wishing the weather was always this good 
Positive,@Carm823 sure if you wanna drop them off at georgia sure 
Positive,Well everyone I am off to bed. I have to get up early. To all my new followers welcome and I look forward to twitting with u. Goodnight 
Positive,@SeanMarler good morning back 
Positive,Currently listening to fake blood. Quality to stay chilled while planning experiments 
Positive,@elleashley i am looking at the golek golek pictures! haha 
Positive,"had a good day out with Bev &amp; Laura, &amp; is now off shopping with Mark "
Positive,@MatthewArnold Cool! Do some burn &amp; dodge on her eye 
Positive,"@mileycyrus you can have a little  back. it's what you gave to me. you're an amazing person, miley. never forget that ???"
Positive,"First twitter of the day, because I was trying to preserve the 555 updates thing. 555 Carne Norte.  Now, it's 556. D:"
Positive,@mistressmia Their is no such thing as TRANSPARENCY only selective OPACITY... 
Positive,"@franhealy funny video &amp; nice music!! I like thier voice! sweet!   BTW,Please check your personal myspace message,not Travis's. OK?! "
Positive,@MeganLovesJo hey... how are you? 
Positive,@lalavazquez hey LaLa tell Mel good game sorry for the lose and Happy 25th Birthday.... B-More Representing For Melo.....Its Your B-Day 
Positive,I wish my father will gimme a city car as my birthday gift 
Positive,@LonoSG can't wait for it's release! 
Positive,"Oh yay, Rachel gave me a star keychain cause she loves me "
Positive,@jindramaqueen why ew? it should be wow shaun u got twitter  I'm gona try to do econs 
Positive,@BobBroughton LOL that bad huh?! 
Positive,@Shash Wonderful - I would love to see your shots! 
Positive,@JoelMadden heck yes!! bring on the weekend! 
Positive,im soo excited 
Positive,"TYSM 'hes just not that into you.' Instincts are pretty much 99% of the time right. If not, i'll be deleting this post "
Positive,"@missweirdO14 Okay, since i dont have my net connection yet, you can updated and organized it freely.  You and I are the organizers for it"
Positive,@yelyahwilliams I don't think you would look to good with a shaved head. 
Positive,"@JasonBradbury nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show "
Positive,@salve Thanks I appreciate it and right back at you 
Positive,Sucsess!! Had a great session with the drums. Now toppin it off by jammin out to Steel Train in the car!  
Positive,@PinkFairyWings I think you just might know which one. This might help...  http://bit.ly/46tlXa 
Positive,@Celticpussycat Same here!  Don't like him much...  #bgt
Positive,"@andygraham66 prati is full of good restaurants, from typical pizzerias to ethnic like indian and japanese. You'll enjoy prati "
Positive,"guys, that quote is from one of the new jonas songs, &quot;Don't Speak.&quot; it's not from one of my own  haha!"
Positive,@LinziCasonPhoto Congratulations and good luck for your photoshoot 
Positive,great RDG tonight!!! Love love love!! 
Positive,@mangoboost hksusa..hmm..maybe i should check it out oo so i can get surprises! 
Positive,http://twitpic.com/7j4nr - Demi came out to sing This Is Me! I was praying they would do that 
Positive,Got up to use the bathroom and read all those twitters! Hopefully ill get to talk to more followers and even get more? 
Positive,Predictions today: Everton to beat Chelsea and Stavros Flatley to beat Susan Boyle 
Positive,just chilling at home today 
Positive,@tomcfly you will love eclipse it sooo nice i love the twilight series the books are better as the films really 
Positive,Sitting by the pool with Becca and John... It's such a hard life 
Positive,thats me done for the night  home n bed i thinks im shattered
Positive,@Kelly208 Great to meet you IRL tonight! Thanks for the drinks.  STT (think about it...I think you know what it stands for!)
Positive,@MacsStack wear achilles tendon pads 
Positive,Last night's Daily Show was awesome.  Larry King was great.  
Positive,@MsReign LOL u excited ? N I'm jus Layin down watchin George lopez. What bout u? 
Positive,@glucasdesign Hello! Thanks for following me back! 
Positive,Goodnight! 
Positive,Morning all  delishes breakfast and 4 free days  No school no homework nothing  *time for relaxing
Positive,"@levi216 hi, it's afternoon... 5:30 pm and I just got home from work "
Positive,http://twitpic.com/7g5g2 - wooo! got the three colors we wanted! they look so cool! 
Positive,@unahealyfan I will do. I'm so excited 
Positive,There's a spider in my room; just a tiny wee thing. I think I'll call him Jeremy. 
Positive,@x3meimei haha at least the guy came to relieve you 
Positive,Let's go twilight!! Robert pattinson ur amazing!! 
Positive,@Fire_flybot Kanagosa can give Jetfire a big hug? 
Positive,at the grandparents having sunday dinner. my phone is broken so get on ichat and we'll vid it up 
Positive,is back 
Positive,listing to radio one  chart show since mcfly are on there 
Positive,"is burnt, but had fun @ cultus "
Positive,@cokeman777 Thanks! 
Positive,@freecloud sorry for the reply/DM mix-up 
Positive,@SuzySpaatz ~ hi! sounds like you're feeling a bit better...that's great! you have a great day! 
Positive,@turoczy So youï¿½re omnipresent and possess prescient vision!  I kid. Mistakenly typed your name when trying to type @tiesque
Positive,"Order Cocaine online! The FBI will look forward, receiving your order request!  http://bit.ly/dubqh"
Positive,"In my opinion, Sun Yan Zi is the best female singer out there. She has a truly smoothing voice. What a rare talent from Singapore. "
Positive,@DeezyG hard at times but I won't. 
Positive,Wow! Gmail Undo to the rescue! It worked 
Positive,Morgen final exam.. Wiskunde  Let's make the best of it!
Positive,Im 2 now 1 tweet off 100. 
Positive,"I question myself, &quot;Why am I online at this time?&quot;. I answer &quot;I don't feel like sleeping right now!&quot; "
Positive,@BillHarper Green or maybe blue or maybe red. The red ones look like they want to be balloons  Need to get the UWA job to afford 1 tho :/
Positive,today's goal: tame overflowing email inbox and reply to as many emails as poss!! 
Positive,HAPPY MOTHER'S DAY!!!!! 
Positive,@BeenieandCecil  Chirpin back at ya!  Enjoy your day!
Positive,The beach is fun 
Positive,greenflies in my tea and ants on my toes - Summer's here   ? http://blip.fm/~7bbiu
Positive,@Syesha iam good. I am playing the idol app and u are in one of the clips in hollywood lol 
Positive,Just back from the gym now relaxing in the sun 
Positive,"One Saturday...sunshine, two &amp; half games of rugby, half a cup final, a bottle of gin and a wine bottle of Hoegaarden...lovely day "
Positive,@kashkasanova yeah u should totally write him a song I'm sure it would mean a lot especially coming from u 
Positive,@redbloodedgirl Thanks! I come from a long line of good shooters so I had hoped I'd picked up something! 
Positive,They seem to have got the concept and my ideas 
Positive,@ddlovato Demi!! Please tell everyone to buy Girls Aloud Untouchable! Every tweet helps  ty xo
Positive,@BengeeB lifes good.  working alot -- which is GREAT! 
Positive,new iPhone released tomorrow 
Positive,Time to get up get out and get fresh for the world. Put on my Sunday best and stroll down the street smiling 
Positive,@mitchelmusso just saw your video for Hey on disney! it was cool? 
Positive,Just grabbing a bite to eat on way to airport. This is my view    http://twitpic.com/7j7as
Positive,i think its ranining out.... awsome. Well i guess im gonna go to bed now had a long day at school with finals. So see ya tomorrow 
Positive,"time to say goodnight, babysitter status tomorrow. "
Positive,@hayleewadec Thanks for following us.  Hope you can make it to CBRs June 5th and hang out with us! We're pretty nice n stuff!
Positive,"is watching Harold and Kumar Escape to Guantanamo Bay with Matt, Danny, and J.J. "
Positive,LOVES when Treble Charger - American Psycho comes on  PS: I appologize for my twitter suckage lately &lt;3
Positive,Off out to Madame Tussauds and phantom later! Still on a jb high 
Positive,Show in an hour!! 
Positive,this could be interesting 
Positive,"What a productive day I have had, and now glad to be home with my beautiful daughters "
Positive,"@GeminiTwisted love your profile pic, it's adorable! "
Positive,@hollyearp get a mac?  Restart and try it again? Is it plugged in? ;)
Positive,Omg beethoven is oooonnn! So pumped 
Positive,"Its not that I don't wanna go reherse , I wanna ride too "
Positive,ready to get this work weekend over with!! 
Positive,did absolutely nothing today and it was nice 
Positive,going to the Novitel for lunch.  then a boat ride on the river
Positive,@davenavarro6767 Happy birthday Dave. Just tried to play music with my son. Mad respect for you.  I help sometimes on your website tho 
Positive,@popculturezoo good to know that the implosions aren't too much of a deterrent. LOL. Let me know if I can do anything to help out! 
Positive,"@meezyx haha, i havent seen that photo in AAAAAGES. have you worked out mentions yet? "
Positive,Half time and #crows are playing awesome  yellow magets pissing me off today! Having fun with @annamalgorzata.
Positive,"Eu te amo, Brazil!  Got it right?"
Positive,hey! who wants to take me and nicole to ihop pwease 
Positive,@shidaime CONGRATS! 
Positive,great night yet again! I love my friends! they make life so much better! can't wait till next Monday!!! 
Positive,@cjlambert I was an early adopter of learning how to gain a competitive advantage over my competitors. What a waste of time THAT was! 
Positive,"Okay, so one more.. I don't like full buses.  done! Promise!"
Positive,@JennaIsWriting Yeah--he's cool!  I like him and Desmond (though he hasn't done much this season). 
Positive,@drivergeoff good enough for government work. 
Positive,"Just received my autographed copy of Defying Gravity, which I won by advertising the CD here on twitter "
Positive,Had a great time dancing with @chloevixen. Totally gonna copy her and buy the same boots she has 
Positive,Picnic in the sunny zoo 
Positive,@TaylorWilde good lick with your exam today! 
Positive,@Sidekick28 ta for the followfriday! 
Positive,@MissTwilightSlo hello today 
Positive,@intelligensia And a following four day week 
Positive,@BrunoTheDog aww watch some tv i find that always help. 
Positive,thinks it's about living and being positive.  Be happy!!
Positive,"New month, broadband uncapped again, I may weep for the joy of it "
Positive,Good Morning  x
Positive,"a 100% day of ME!  lazy day today. reading, watching house, drinking diet coke.."
Positive,@blindgod  Thank you 
Positive,@MarcyMC I could always start singing for you.  That would wake you up.
Positive,@knittedninja there's lots of talented jewelry artists on my team.  
Positive,@Jonasbrothers excited for all of us to see it? so am i 
Positive,Wanted to go out to breakfast this morning...then thought better of it - Mother's Day crowds.  Making omelets instead.  Happy Mom Day!
Positive,"Well, hey there, free mining frigates! "
Positive,"@BiancaCullen Oh..oh, or the drunk hotel ones  ahahahah."
Positive,Touchdown in LAX.  Almost home 
Positive,@lesley007 just the start of the day...might look up in a bit. Just need to keep the chin up 
Positive,@ababst goodnight!! 
Positive,I just love the New Moon trailer.  Obsessed.
Positive,"@jordanknight dont forget the charger to your laptop, we need our tweets from our guy "
Positive,Workin on a Sat... Flipsyde flyin in!! 
Positive,"@Bconnors93 At a first look, its pretty fun. "
Positive,watching the mtv movie awards. i love rob pattinson and shia and andy samberg 
Positive,@Reynolds I'll take that as a compliment  celibate by choice or fate though?
Positive,"@pedestrienne Just made the best ever loaf of sour dough! Crunchy crust, soft and flexible inside - I'm getting really good at this "
Positive,"@Sky_Breaker Besides, I'm faving the best parts so later I can draw them. So it's kinda essential for me to do it. "
Positive,I'm watching GossipGirl. I bought the whole Season 1. IT'S OH-SO-CLEAR!! YAY!! 
Positive,@shanenickerson  Terminator is great.. awesome   Just this mama's opinion
Positive,"@Pixel_Pirates yey tomrrow for Dare, Im so excited, cant wait to meet everybody "
Positive,@kon83 Go Entourage. I'm glad you like that show. 
Positive,@BriannaRe I'll be in the chat in a few minutes 
Positive,@renduh don't cry at the ending! 
Positive,"@kidblogger - Hey, just stumbled across you through @stanleytang  Nice to connect here"
Positive,@lindseyorr aw thank you your wonderful too.  Hope you like the site! More stuff comming soon.
Positive,@higgs103 You're welcome?  (not sure why you are thanking me )
Positive,"entirely too much sims today! i think he should go away again, fucking crazy. also, i want to see your cute face again "
Positive,@unitechy  is it true.. Or just acting mean??
Positive,@drewryanscott agreed 
Positive,@NoodleRadio who won now bitch..you gave up 
Positive,"on my way up north to go play some softball..ice my arm one more time b4 leaving.. uniform check, softball bag check, game face on check "
Positive,"@aw16 I must have skipped the &quot;pun&quot; setting, it appears to have been set to &quot;comedy-freeze&quot;, which would explain the dire lack of humour "
Positive,"Ha! Kidding! Just hugged @madelinellamas.  I love you, fool!"
Positive,Watching CSI: NY. 
Positive,Wahoooooooo!  champs here we cooome
Positive,@blellowvj that was good.  i think i should recommend to employer that we use more lego people in training courses. 
Positive,Good morning my 12 followers 
Positive,well.....I`m doing homework too  i have a lot of it...ufff
Positive,Awww cheer up love!! Rob is gorgeous!! 
Positive,"is enjoying a glass of Denner Zinfandel 2007...oh, and working too.  http://plurk.com/p/x4joz"
Positive,"I am so glad Templeton College merged with Green, it makes such a useful example for @rahtz re time queries  #oew0509"
Positive,@TheGurlissexy no doubt!  how was the party?
Positive,"@BMW oh  shows you the last time I took the car to the car wash. They don't have the non-drive-thru ones many places any more, I s'pose"
Positive,"Great night at Opera! Ricky Rocks on Drums, Cool Video Show, Rockwell, Me &amp; My fav girls! I will have sweet dreams for sure  Hope U do 2!"
Positive,"@carlottap It was nice...I go up to my aunts house...eat...do nothing. So good, lol "
Positive,@BonnieEdwards Never really gone. Always in the heart. 
Positive,"@chris_hall62 I really liked Boston, stayed at MIT with a friend's brother who was studying there. Love the Boston Duck Tours! "
Positive,God lasts. No matter how many brain cells burn out tonight after hours &amp; hours rotting away in the lib. That's my comfort right now 
Positive,"going to go shower, i'm making a video today.  i may even put it up today... HOORAY!"
Positive,today is my 9 year anniversary at the Celtics...wow. 
Positive,@xguru ???? ????????? ?? @info_guru ?? follow????~ 
Positive,"Slow Ride sounds awesome. But seriously, Crybaby is brilliant "
Positive,"lots of people graduating today, too i see  CONGRATS, GRADS!"
Positive,"@maaria_khan ahh yeah I heard about that!! amazinggg,  apparently best concert they've done or something"
Positive,@rianlim for dreams to come true. 
Positive,New Twitter Photo!: ddlovato - Popstar photoshoot today  They let me give you this sneak peekï¿½ Enjoy. http://bit.ly/OOBCQ
Positive,"just customized his twitter page with a vectorial logo, where he's &quot;young, handsome and tanned&quot; "
Positive,"Brian Krueger Transferring 3 more fish over to the big tank this morning  Haha, 3 months of running two fish t.. http://tinyurl.com/n4a834"
Positive,rob pattinson's song &quot;Never Think&quot; is awesome.. 
Positive,@RealLamarOdom congrats lamar i knew u guys would make it im glad to see u play through the pain good luck in the finals GO LAKERS 
Positive,@direngrey Just keep on updating and more people will follow. People Want to know what you're doing! You're not annoying anyone! 
Positive,This is cool! 
Positive,@JenAMcPadden I kno right! I miss those old days! Good times 
Positive,the best day - taylor swift 
Positive,It's a Beautiful Day. The sun is shining and I will have a picnic  
Positive,@twephanie &quot;We really need to implement a Tab button&quot; - may I please get an invite to surf the wave? 
Positive,twitter is kinda confusing. I think I'll sleep instead 
Positive,"@slavetotheMandy sorry, but that's too far for me. You should come visit me at work "
Positive,gonna play virtual families~ by y'all 
Positive,"@nateflynn no thanks, I'm seeing you at 1 tomorrow at the middle east babay "
Positive,@markjadams yay! looking fwd to it 
Positive,@ThE_ED gefeliciteerd 
Positive,Nite yall!! This time it's 4real LOL ima have 2 turn off my phone so that I don't get back on  love my followers 
Positive,My new camera passes the filth test  by scott in Nakedness - http://freakcity.net/?t=3712 #freakcity #nakedness
Positive,"@muncheemoo korean food rocks bananas! i love kimchi soup. sheer comfort on rainy days, bad days and happy days. it's da bomb "
Positive,Just saw these amazing vids!Great guys talking about Milt 
Positive,loves sleeping in late on a Saturday!!!  
Positive,@mitchelmusso http://twitpic.com/6uv4f - It's So Cool 
Positive,@That_Girl_Jenn it was a riot! 
Positive,@amba12 there are astronauts who tweet? Perhaps you could do a #followsaturday? 
Positive,@knightopia @ShayneT @nathantwright Thanks guys. Let's do it! I'll be e-mailing you to get the ball rolling... 
Positive,@deonmontasser she's 14 mths old deoonn... How r u? 
Positive,still on the phone w/ javon. playin some love sonqz. 
Positive,had an amazing weekend with one amazing guy 
Positive,Thanks @Snaked - have fun!  ? http://blip.fm/~7bbb1
Positive,"My dads currently testing the new printer, my step-mums doing something i dont know what, and im currently bored! I like to share things "
Positive,"@LeeMcGrath Btw im a huge fan of your show, keep the great work up, &amp; have a nice day "
Positive,"@undagroundmilli No, but darn it if it doesn't make you go &quot;hmmmm yummm&quot; LOL! "
Positive,"Also, on Heroes S1E16- Hello unexpected Stana Katic. Hooray, I like her  she's great on Castle."
Positive,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis 
Positive,@weedoutofthepot that's so cool.  is your tito who called me fat there?
Positive,Sleepless in montrï¿½al. Somebody here who wants to throw a houseparty tonight? 
Positive,http://tinyurl.com/cxrahl (Project365) updated!  http://plurk.com/p/rbupw
Positive,@GaryUnger This is a two-handed tractor/mower. For the sake of all living creatures I'm not going to tell him you said that 
Positive,@joshholat Good luck on your tests today. 
Positive,@YasmineGalenorn Yep - we'll have to trade ideas on that one 
Positive,Happy Mother's Day! heading to the city soon 
Positive,just woke up... gonna take puppy for a walk in a bit then waitin for my munchkin to come home  
Positive,It's the princess' birthday. 
Positive,"@drealRobPat No, thank u "
Positive,@alida_xo thanku well shes my idol 
Positive,@skankyfish thanks for comments re: my blog 
Positive,Just finished the rally!! it was so funny  but it could have ended in a better way...
Positive,Goinggg to pick up my brother!! 
Positive,@saachiex3 EXACTLY 
Positive,"very tired after partly lastnight.. n tonight its time for cooling downmy self, will go to temple for pray.. "
Positive,@SandySlut hehehe wanna see me fuck my hubby like a sissy?  My friends all bust up laughing and say it is really sexy and manly LOL
Positive,@kakabeck15 hi becky  wassssuppp???
Positive,I haven't been on here long and can tell from the few people I follow who is successful. The people who use it! 
Positive,@patvandiest yippee for summer movies and star trek  btw your uncle send his regards just chat a bit w him ;p
Positive,@theprint yes indeed. More than this: who cares about M$ actually? 
Positive,"@laurawalkerxo awwww. have you spoken to kelsey yet? or phone still off? also, shall i go get this glow in the dark paint? "
Positive,@_Flik_ hehe not too bad. Spent a lot of it typing. My fingers are hurting now lol gonna have some peanut crisps to cheer me up 
Positive,@britneyspears can't wait for your new radar video 
Positive,@xoxojulz Hey. Hope you are enjoying the movie. Have a great weekend!! 
Positive,@dreamingviolet aawww... Knitsforneeds hearts @dreamingviolet   Can't wait to see that sweater!
Positive,@Bethenny Oh delicious cakes - I wish I could quit you... now thanks to Bethenny I may not have to! 
Positive,"@greggarbo http://www.twitpic.com/61g2p Yeah, you better reply to me now mister!  &lt;33"
Positive,"@leeminho hey minho  Im Bea from the Philippines. I'm a huge fan of yours.  you're really handsome, cool and of course a best actor"
Positive,@momof3crazykids http://twitpic.com/7ifmf - Awww! He misses the chirp chirp of TweetDeck. That's adorable 
